,Année,Alerte,Département,Commune,Surface (ha),Nature,Précision de la donnée
,2023,14/04/2023 12:33,83,Châteauvieux,0.0200,-,Données partielles ou non valides
,2023,14/04/2023 13:51,84,Mondragon,0.0040,-,-
,2023,14/04/2023 15:47,83,Flayosc,0.0050,-,Données partielles ou non valides
,2023,14/04/2023 15:53,66,Salses-le-Château,0.1000,-,-
,2023,14/04/2023 16:17,2B,Pianello,0.3000,Malveillance,-
,2023,14/04/2023 16:30,66,Castelnou,0.0100,Involontaire (particulier),-
,2023,14/04/2023 20:06,2B,Tallone,0.5000,-,-
,2023,15/04/2023 09:35,83,Tavernes,0.0005,Involontaire (particulier),Données partielles ou non valides
,2023,15/04/2023 09:53,66,Millas,0.0550,Malveillance,-
,2023,15/04/2023 11:42,83,Gassin,0.0001,-,Données partielles ou non valides
,2023,15/04/2023 12:44,83,Tourves,0.0050,Involontaire (travaux),Données partielles ou non valides
,2023,15/04/2023 13:49,83,Gassin,0.0001,-,Données partielles ou non valides
,2023,15/04/2023 14:06,13,Fontvieille,0.0015,Accidentelle,-
,2023,15/04/2023 15:14,13,Fos-sur-Mer,0.1500,Accidentelle,-
,2023,15/04/2023 15:49,34,Paulhan,1.0000,Malveillance,-
,2023,15/04/2023 15:50,83,Les Arcs,0.0010,Involontaire (travaux),Données partielles ou non valides
,2023,15/04/2023 16:43,13,Marseille,0.4000,-,-
,2023,15/04/2023 22:16,05,Réallon,0.0100,-,-
,2023,15/04/2023 22:44,88,Sanchey,0.0500,-,-
,2023,15/04/2023 23:50,83,Grimaud,0.1000,-,Données partielles ou non valides
,2023,16/04/2023 00:12,2B,Luri,0.0500,-,-
,2023,16/04/2023 09:16,66,Banyuls-sur-Mer,724.5000,Involontaire (particulier),-
,2023,16/04/2023 11:43,06,La Brigue,0.0100,Naturelle,-
,2023,16/04/2023 11:50,30,Chamborigaud,0.0159,-,-
,2023,16/04/2023 12:24,83,La Garde-Freinet,0.0200,Involontaire (particulier),Données partielles ou non valides
,2023,16/04/2023 13:14,11,Vinassan,0.0600,-,-
,2023,16/04/2023 15:24,30,Val-d'Aigoual,0.0001,-,-
,2023,16/04/2023 16:12,66,Argelès-sur-Mer,7.7000,Involontaire (particulier),-
,2023,16/04/2023 16:25,91,Quincy-sous-Sénart,0.0010,-,-
,2023,16/04/2023 17:55,13,Fos-sur-Mer,0.0010,Malveillance,-
,2023,16/04/2023 22:15,34,Canet,0.3721,Malveillance,-
,2023,17/04/2023 07:34,83,Régusse,0.0010,-,Données partielles ou non valides
,2023,17/04/2023 13:29,84,Aurel,0.0100,-,-
,2023,17/04/2023 16:33,13,Aix-en-Provence,0.0015,Involontaire (particulier),-
,2023,17/04/2023 16:48,06,La Trinité,2.2100,Involontaire (particulier),-
,2023,18/04/2023 07:51,13,Miramas,0.0005,-,-
,2023,18/04/2023 07:51,13,Miramas,0.0005,-,-
,2023,18/04/2023 10:27,83,Trans-en-Provence,0.0150,Involontaire (particulier),Données partielles ou non valides
,2023,18/04/2023 11:55,56,Quistinic,0.0500,Malveillance,-
,2023,18/04/2023 12:30,83,Draguignan,0.8000,Involontaire (particulier),Données partielles ou non valides
,2023,18/04/2023 12:50,84,Suzette,0.1000,-,-
,2023,18/04/2023 12:55,72,Pruillé-l'Éguillé,0.0005,-,-
,2023,18/04/2023 13:04,84,Ménerbes,0.0600,-,-
,2023,18/04/2023 14:21,2B,Santo-Pietro-di-Tenda,0.0020,-,-
,2023,18/04/2023 15:51,83,Les Arcs,0.0021,-,Données partielles ou non valides
,2023,18/04/2023 16:28,83,Saint-Maximin-la-Sainte-Baume,0.5000,-,Données partielles ou non valides
,2023,18/04/2023 17:15,13,Grans,0.0200,Malveillance,-
,2023,18/04/2023 18:11,33,Biganos,0.0600,Accidentelle,-
,2023,19/04/2023 00:39,83,Camps-la-Source,0.0080,-,Données partielles ou non valides
,2023,19/04/2023 12:16,2B,Casalta,0.4000,Malveillance,-
,2023,19/04/2023 13:02,24,Le Buisson-de-Cadouin,0.5000,Accidentelle,-
,2023,19/04/2023 14:21,11,Montclar,0.0002,Accidentelle,-
,2023,19/04/2023 14:33,24,Sorges et Ligueux en Périgord,0.0800,Involontaire (particulier),-
,2023,19/04/2023 14:48,72,La Bazoge,0.0500,-,-
,2023,19/04/2023 18:31,34,Valflaunès,0.0109,Malveillance,-
,2023,19/04/2023 18:55,13,Boulbon,0.1500,Involontaire (particulier),-
,2023,20/04/2023 00:40,84,Cadenet,0.0500,Malveillance,-
,2023,20/04/2023 03:30,84,Cadenet,0.0700,Malveillance,-
,2023,20/04/2023 11:31,83,Cuers,0.0200,Involontaire (particulier),Données partielles ou non valides
,2023,20/04/2023 11:58,84,L'Isle-sur-la-Sorgue,0.0800,-,-
,2023,20/04/2023 12:02,33,Naujac-sur-Mer,0.5000,Accidentelle,-
,2023,20/04/2023 13:22,33,Étauliers,0.3000,-,-
,2023,20/04/2023 14:28,17,Chepniers,0.4365,-,-
,2023,20/04/2023 14:52,40,Gaillères,0.0001,Involontaire (particulier),-
,2023,20/04/2023 15:49,40,Pontenx-les-Forges,0.0002,Accidentelle,-
,2023,20/04/2023 16:08,81,Lacrouzette,1.0000,Involontaire (travaux),-
,2023,20/04/2023 17:01,28,Lèves,2.0000,-,-
,2023,20/04/2023 18:00,33,Lacanau,0.0500,-,-
,2023,20/04/2023 18:30,2A,Appietto,0.0050,-,-
,2023,21/04/2023 10:02,66,Argelès-sur-Mer,0.0005,Malveillance,-
,2023,21/04/2023 10:49,83,Pourrières,0.0060,Involontaire (particulier),Données partielles ou non valides
,2023,21/04/2023 11:50,2B,Nonza,0.0200,-,-
,2023,21/04/2023 13:14,83,Vidauban,0.0600,Accidentelle,Données partielles ou non valides
,2023,21/04/2023 17:30,13,Lamanon,0.0100,Involontaire (particulier),-
,2023,21/04/2023 19:53,17,Le Fouilloux,0.1265,-,-
,2023,21/04/2023 20:02,40,Vielle-Saint-Girons,0.0050,Naturelle,-
,2023,21/04/2023 20:08,40,Léon,0.0001,Naturelle,-
,2023,21/04/2023 20:21,31,Roquesérière,0.1000,-,-
,2023,21/04/2023 20:27,40,Saint-Michel-Escalus,0.0020,Naturelle,-
,2023,21/04/2023 20:43,40,Soustons,0.0150,Naturelle,-
,2023,21/04/2023 20:50,40,Biscarrosse,0.0050,Naturelle,-
,2023,22/04/2023 12:17,13,Châteauneuf-les-Martigues,0.0010,Involontaire (particulier),-
,2023,22/04/2023 15:20,84,Bédoin,0.3500,-,-
,2023,22/04/2023 15:53,83,Fréjus,0.0350,Malveillance,Données partielles ou non valides
,2023,22/04/2023 16:42,30,Nîmes,0.1000,-,-
,2023,22/04/2023 22:05,88,Rambervillers,0.0020,-,-
,2023,23/04/2023 11:47,2B,Zalana,1.0000,-,-
,2023,23/04/2023 15:21,74,Saint-Jeoire,0.0020,Involontaire (particulier),-
,2023,23/04/2023 15:58,17,Plassac,1.0000,-,-
,2023,23/04/2023 16:10,83,Le Plan-de-la-Tour,0.0003,Involontaire (particulier),Données partielles ou non valides
,2023,23/04/2023 16:21,84,Mormoiron,0.1000,-,-
,2023,23/04/2023 17:44,86,Saint-Genest-d'Ambière,0.0002,-,-
,2023,24/04/2023 08:27,2A,Quenza,13.8000,-,-
,2023,24/04/2023 13:06,07,Saint-Prix,0.1500,Naturelle,-
,2023,24/04/2023 13:34,83,Fréjus,0.0001,Involontaire (travaux),Données partielles ou non valides
,2023,24/04/2023 14:06,83,Seillans,0.4000,Accidentelle,Données partielles ou non valides
,2023,24/04/2023 15:44,11,Névian,0.2600,-,-
,2023,24/04/2023 17:01,83,Seillans,0.0001,Involontaire (travaux),Données partielles ou non valides
,2023,24/04/2023 17:07,83,Hyères,0.0001,-,Données partielles ou non valides
,2023,24/04/2023 23:30,13,Istres,0.1000,Involontaire (particulier),-
,2023,25/04/2023 12:36,13,Rognac,0.0010,Involontaire (particulier),-
,2023,25/04/2023 14:03,06,Roquebrune-Cap-Martin,0.7300,-,-
,2023,25/04/2023 14:49,83,Carnoules,0.0500,-,Données partielles ou non valides
,2023,25/04/2023 15:43,13,Aix-en-Provence,0.0200,Involontaire (particulier),-
,2023,25/04/2023 16:16,84,Gigondas,0.0100,-,-
,2023,25/04/2023 16:49,83,La Londe-les-Maures,0.0500,-,Données partielles ou non valides
,2023,25/04/2023 19:03,83,La Londe-les-Maures,0.0500,-,Données partielles ou non valides
,2023,26/04/2023 10:03,13,Gardanne,0.0030,Involontaire (particulier),-
,2023,26/04/2023 15:45,2B,Olmi-Cappella,0.5000,Malveillance,-
,2023,26/04/2023 21:51,2A,Renno,0.0100,-,-
,2023,27/04/2023 11:27,13,Trets,0.0100,Involontaire (particulier),-
,2023,27/04/2023 12:03,2B,Pianello,22.6000,-,-
,2023,27/04/2023 13:44,2A,Piana,0.0300,Involontaire (particulier),-
,2023,27/04/2023 14:04,83,Hyères,0.0004,Involontaire (particulier),Données partielles ou non valides
,2023,27/04/2023 14:11,83,La Cadière-d'Azur,0.0050,Involontaire (particulier),Données partielles ou non valides
,2023,27/04/2023 17:32,83,Saint-Paul-en-Forêt,2.8216,Malveillance,Données partielles ou non valides
,2023,27/04/2023 18:02,11,Durban-Corbières,0.0050,Involontaire (travaux),-
,2023,28/04/2023 13:31,83,La Londe-les-Maures,0.0010,-,Données partielles ou non valides
,2023,28/04/2023 17:26,13,Rousset,0.0300,-,-
,2023,28/04/2023 19:40,2A,Zicavo,0.0300,-,-
,2023,28/04/2023 21:13,26,Suze-la-Rousse,0.0050,-,-
,2023,29/04/2023 07:10,13,Coudoux,0.0020,Involontaire (particulier),-
,2023,29/04/2023 10:56,83,Sanary-sur-Mer,0.0010,-,Données partielles ou non valides
,2023,29/04/2023 16:14,2B,Bisinchi,0.3500,Malveillance,-
,2023,29/04/2023 16:59,53,Laval,1.0000,Involontaire (particulier),-
,2023,29/04/2023 17:50,66,Vernet-les-Bains,0.0004,Naturelle,-
,2023,29/04/2023 20:19,83,Solliès-Ville,0.0001,-,Données partielles ou non valides
,2023,30/04/2023 07:38,83,La Garde-Freinet,0.0150,Accidentelle,Données partielles ou non valides
,2023,30/04/2023 15:32,63,Jumeaux,0.2500,-,-
,2023,30/04/2023 15:50,91,Brunoy,0.0005,-,-
,2023,30/04/2023 17:00,24,La Roche-Chalais,0.0100,Involontaire (particulier),-
,2023,30/04/2023 18:41,05,Aspres-sur-Buëch,0.0030,Involontaire (particulier),-
,2023,30/04/2023 19:38,84,Saint-Hippolyte-le-Graveyron,0.0020,-,-
,2023,01/05/2023 11:39,30,Val-d'Aigoual,1.6952,Malveillance,-
,2023,01/05/2023 17:16,33,Margaux-Cantenac,0.0010,-,-
,2023,01/05/2023 17:41,07,Joyeuse,0.3000,-,-
,2023,01/05/2023 17:54,66,Estagel,0.0460,Malveillance,-
,2023,01/05/2023 18:04,13,Saint-Cannat,0.0010,-,-
,2023,01/05/2023 19:47,13,Châteaurenard,0.0500,-,-
,2023,01/05/2023 21:35,84,Beaumes-de-Venise,0.0090,-,-
,2023,02/05/2023 12:25,30,Jonquières-Saint-Vincent,4.2723,Malveillance,-
,2023,02/05/2023 12:25,30,Jonquières-Saint-Vincent,0.2850,Malveillance,-
,2023,02/05/2023 14:00,34,Cers,6.5071,Accidentelle,-
,2023,02/05/2023 17:30,15,Thiézac,1.5000,Involontaire (particulier),-
,2023,02/05/2023 17:31,83,Les Arcs,0.0050,-,Données partielles ou non valides
,2023,02/05/2023 21:30,24,La Roche-Chalais,12.7000,Involontaire (particulier),-
,2023,03/05/2023 10:19,29,Carantec,0.0002,-,-
,2023,03/05/2023 12:36,34,Pézenas,1.0574,Involontaire (particulier),-
,2023,03/05/2023 13:05,13,Les Pennes-Mirabeau,4.3400,Involontaire (particulier),-
,2023,03/05/2023 14:07,83,Sanary-sur-Mer,0.0010,Accidentelle,Données partielles ou non valides
,2023,03/05/2023 15:43,19,Saint-Salvadour,0.0700,-,-
,2023,03/05/2023 15:49,13,Allauch,0.0500,Involontaire (particulier),-
,2023,03/05/2023 16:27,11,Caves,0.0150,-,-
,2023,03/05/2023 19:06,45,Bray-Saint-Aignan,0.0200,-,-
,2023,04/05/2023 02:45,13,Aix-en-Provence,0.0040,Involontaire (particulier),-
,2023,04/05/2023 14:45,26,Piégros-la-Clastre,0.0400,-,-
,2023,04/05/2023 16:35,83,Le Cannet-des-Maures,0.0100,Involontaire (particulier),Données partielles ou non valides
,2023,04/05/2023 20:51,16,Brie-sous-Barbezieux,0.1000,-,-
,2023,04/05/2023 23:19,13,La Ciotat,0.0010,-,-
,2023,05/05/2023 16:07,83,Pignans,0.1000,-,Données partielles ou non valides
,2023,05/05/2023 19:29,07,Le Teil,0.0100,-,-
,2023,06/05/2023 01:02,19,Altillac,0.0010,-,-
,2023,06/05/2023 12:12,83,Le Val,0.0030,Involontaire (travaux),Données partielles ou non valides
,2023,06/05/2023 14:25,13,Les Pennes-Mirabeau,0.5000,Involontaire (travaux),-
,2023,06/05/2023 14:38,30,Saint-Nazaire-des-Gardies,0.0076,Involontaire (travaux),-
,2023,06/05/2023 16:10,48,Luc,0.0300,-,-
,2023,06/05/2023 18:33,24,La Roche-Chalais,0.0080,Involontaire (particulier),-
,2023,06/05/2023 21:45,33,Hostens,0.0400,-,-
,2023,07/05/2023 11:41,06,Roquestéron,0.0100,Involontaire (particulier),-
,2023,07/05/2023 14:37,04,Demandolx,0.4800,-,-
,2023,07/05/2023 14:53,2B,Isolaccio-di-Fiumorbo,0.0200,Malveillance,-
,2023,07/05/2023 15:37,83,Le Luc,0.0010,-,Données partielles ou non valides
,2023,07/05/2023 16:05,83,Saint-Raphaël,0.0250,Malveillance,Données partielles ou non valides
,2023,07/05/2023 16:27,13,Roquevaire,0.0010,Involontaire (particulier),-
,2023,07/05/2023 18:37,83,Saint-Maximin-la-Sainte-Baume,0.0300,Involontaire (particulier),Données partielles ou non valides
,2023,07/05/2023 19:11,13,Miramas,0.0010,Malveillance,-
,2023,07/05/2023 21:34,13,Éguilles,0.2400,Malveillance,-
,2023,08/05/2023 08:50,13,Istres,0.0005,Malveillance,-
,2023,08/05/2023 14:05,13,Aubagne,0.1000,Involontaire (particulier),-
,2023,08/05/2023 14:42,13,Velaux,0.0250,Involontaire (particulier),-
,2023,08/05/2023 15:52,66,Argelès-sur-Mer,4.0000,Malveillance,-
,2023,08/05/2023 16:14,34,Poussan,0.5157,Involontaire (particulier),-
,2023,08/05/2023 19:47,34,Nissan-lez-Enserune,1.4837,Malveillance,-
,2023,09/05/2023 16:06,83,Lorgues,0.0500,Malveillance,Données partielles ou non valides
,2023,09/05/2023 19:20,13,Sénas,0.0010,Involontaire (particulier),-
,2023,10/05/2023 05:12,66,Espira-de-l'Agly,3.0000,Malveillance,-
,2023,10/05/2023 14:11,06,Menton,0.0500,Involontaire (travaux),-
,2023,10/05/2023 14:42,83,Roquebrune-sur-Argens,0.0050,Involontaire (particulier),Données partielles ou non valides
,2023,10/05/2023 14:45,13,Les Pennes-Mirabeau,0.0300,Involontaire (particulier),-
,2023,10/05/2023 15:09,83,Sainte-Maxime,0.0010,-,Données partielles ou non valides
,2023,10/05/2023 16:04,66,Céret,0.1000,Involontaire (travaux),-
,2023,10/05/2023 17:46,2B,Bastia,0.0500,-,-
,2023,10/05/2023 19:52,11,Narbonne,0.0080,-,-
,2023,11/05/2023 12:37,13,Allauch,0.0050,Involontaire (particulier),-
,2023,11/05/2023 13:52,2B,Luri,0.3000,Malveillance,-
,2023,11/05/2023 14:07,2B,Linguizzetta,0.0080,Naturelle,-
,2023,11/05/2023 15:24,06,Châteauneuf-Villevieille,0.0400,Naturelle,-
,2023,11/05/2023 17:11,34,Puisserguier,0.2404,Involontaire (travaux),-
,2023,11/05/2023 21:07,83,Tourves,0.0030,-,Données partielles ou non valides
,2023,11/05/2023 22:59,13,Fos-sur-Mer,0.0100,Involontaire (particulier),-
,2023,12/05/2023 19:43,84,Mirabeau,0.0010,-,-
,2023,13/05/2023 08:47,06,Cannes,0.0010,Naturelle,-
,2023,13/05/2023 10:13,13,Aubagne,0.0030,Involontaire (particulier),-
,2023,13/05/2023 13:21,83,Rougiers,0.0001,Involontaire (particulier),Données partielles ou non valides
,2023,14/05/2023 17:22,04,Mirabeau,0.0010,Naturelle,-
,2023,15/05/2023 09:32,30,Thoiras,0.0077,Involontaire (travaux),-
,2023,15/05/2023 10:30,66,Rasiguères,0.2000,Malveillance,-
,2023,15/05/2023 16:30,13,Saint-Rémy-de-Provence,0.2000,Accidentelle,-
,2023,15/05/2023 18:21,33,Mios,0.0200,-,-
,2023,16/05/2023 11:56,83,Fréjus,0.0020,-,Données partielles ou non valides
,2023,16/05/2023 19:14,34,Valflaunès,0.0186,Malveillance,-
,2023,16/05/2023 23:30,83,Ollioules,0.0010,Malveillance,Données partielles ou non valides
,2023,16/05/2023 23:55,83,Toulon,0.0002,-,Données partielles ou non valides
,2023,17/05/2023 00:20,34,La Tour-sur-Orb,0.0044,Malveillance,-
,2023,17/05/2023 14:13,83,Le Lavandou,0.0010,Involontaire (travaux),Données partielles ou non valides
,2023,17/05/2023 19:28,06,La Roquette-sur-Var,0.0010,Naturelle,-
,2023,18/05/2023 06:44,34,Lespignan,1.6310,Malveillance,-
,2023,18/05/2023 14:02,34,Servian,0.0510,Involontaire (travaux),-
,2023,18/05/2023 15:28,37,Vallères,0.0200,-,-
,2023,18/05/2023 17:55,33,Reignac,0.4000,-,-
,2023,18/05/2023 21:23,34,Magalas,0.5027,Malveillance,-
,2023,18/05/2023 21:57,13,Istres,0.0005,Involontaire (particulier),-
,2023,19/05/2023 13:13,34,Lieuran-Cabrières,0.4560,Malveillance,-
,2023,19/05/2023 15:23,37,Yzeures-sur-Creuse,2.0000,-,-
,2023,19/05/2023 15:24,11,Sigean,0.3000,-,-
,2023,19/05/2023 17:08,33,Lugos,0.0300,Accidentelle,-
,2023,19/05/2023 17:34,74,Annecy,0.0001,Involontaire (particulier),-
,2023,22/05/2023 12:12,11,Roquefort-des-Corbières,0.0200,-,-
,2023,22/05/2023 14:44,91,Brunoy,0.0005,-,-
,2023,23/05/2023 02:30,74,Thonon-les-Bains,0.0001,Involontaire (particulier),-
,2023,23/05/2023 23:46,11,Sigean,0.0500,Accidentelle,-
,2023,24/05/2023 16:34,10,Sainte-Maure,1.5000,-,Données partielles ou non valides
,2023,24/05/2023 16:48,17,Les Mathes,0.0200,-,-
,2023,24/05/2023 17:12,56,Muzillac,0.5000,-,-
,2023,24/05/2023 22:03,11,Fitou,0.0500,-,-
,2023,25/05/2023 14:02,41,Thoury,0.1000,Accidentelle,-
,2023,25/05/2023 15:37,59,Raismes,0.5000,Accidentelle,-
,2023,25/05/2023 15:49,41,Villeny,0.3000,Accidentelle,-
,2023,25/05/2023 15:49,41,Villeny,0.3000,Accidentelle,-
,2023,25/05/2023 16:49,11,Carcassonne,0.0200,-,-
,2023,25/05/2023 19:17,56,Bubry,0.0500,-,-
,2023,26/05/2023 02:23,24,La Roche-Chalais,1.0000,Involontaire (travaux),-
,2023,26/05/2023 02:55,16,Bardenac,2.5000,Malveillance,-
,2023,26/05/2023 08:00,24,La Roche-Chalais,0.0001,Malveillance,-
,2023,26/05/2023 14:49,33,Hostens,0.2000,Naturelle,-
,2023,26/05/2023 20:23,11,Sallèles-d'Aude,0.0015,-,-
,2023,26/05/2023 21:33,66,Vingrau,0.1580,Malveillance,-
,2023,27/05/2023 15:41,40,Brocas,0.8000,Accidentelle,-
,2023,27/05/2023 15:52,35,Laillé,0.0100,-,-
,2023,27/05/2023 16:00,83,Brignoles,0.0050,Malveillance,Données partielles ou non valides
,2023,27/05/2023 17:05,24,Eygurande-et-Gardedeuil,0.6000,Accidentelle,-
,2023,27/05/2023 17:25,2A,Levie,0.2000,Involontaire (particulier),-
,2023,27/05/2023 20:34,72,Le Breil-sur-Mérize,0.0020,-,-
,2023,27/05/2023 22:30,29,Poullan-sur-Mer,0.0250,-,-
,2023,28/05/2023 13:30,88,Mont-lès-Neufchâteau,0.0030,-,-
,2023,28/05/2023 15:55,32,L'Isle-Jourdain,0.0040,Accidentelle,-
,2023,28/05/2023 16:08,13,Aix-en-Provence,0.0100,Involontaire (particulier),-
,2023,28/05/2023 16:53,32,Montréal,0.0200,Involontaire (particulier),-
,2023,28/05/2023 17:12,47,Sauméjan,0.6000,Naturelle,-
,2023,28/05/2023 18:34,83,Salernes,0.0050,Naturelle,Données partielles ou non valides
,2023,28/05/2023 21:18,13,Aix-en-Provence,0.0010,Malveillance,-
,2023,29/05/2023 00:59,83,Toulon,0.0070,Involontaire (particulier),Données partielles ou non valides
,2023,29/05/2023 07:50,29,Quimper,0.0002,-,-
,2023,29/05/2023 10:00,07,Saint-Maurice-en-Chalencon,0.0005,Naturelle,-
,2023,29/05/2023 10:09,40,Gastes,0.0500,Naturelle,-
,2023,29/05/2023 10:57,83,Lorgues,0.0100,Accidentelle,Données partielles ou non valides
,2023,29/05/2023 11:44,13,Martigues,0.0005,Involontaire (particulier),-
,2023,29/05/2023 13:36,83,Saint-Antonin-du-Var,0.3000,Accidentelle,Données partielles ou non valides
,2023,29/05/2023 15:11,34,Florensac,3.3814,Accidentelle,-
,2023,29/05/2023 16:23,34,Vendémian,0.0358,Involontaire (travaux),-
,2023,29/05/2023 16:45,74,Gaillard,0.0010,Accidentelle,-
,2023,29/05/2023 17:27,86,Vivonne,0.0200,Accidentelle,-
,2023,29/05/2023 18:29,34,Fabrègues,0.0027,Naturelle,-
,2023,29/05/2023 19:08,33,Lerm-et-Musset,0.1200,Naturelle,-
,2023,29/05/2023 19:13,83,Six-Fours-les-Plages,0.0001,-,Données partielles ou non valides
,2023,30/05/2023 13:37,83,Pierrefeu-du-Var,0.0180,-,Données partielles ou non valides
,2023,30/05/2023 15:40,58,Millay,0.1000,-,-
,2023,30/05/2023 17:15,74,Lornay,0.0020,-,-
,2023,30/05/2023 17:35,34,Bédarieux,0.0100,Malveillance,-
,2023,31/05/2023 07:13,77,Fontainebleau,0.0020,-,Données partielles ou non valides
,2023,31/05/2023 09:52,56,Grand-Champ,0.0020,-,-
,2023,31/05/2023 10:33,33,Lucmau,0.0100,Naturelle,-
,2023,31/05/2023 14:38,2A,Évisa,0.0001,Involontaire (particulier),-
,2023,31/05/2023 15:02,26,Beauvoisin,0.0020,Naturelle,-
,2023,31/05/2023 16:38,14,Vimont,0.0080,-,-
,2023,31/05/2023 17:21,77,Fontainebleau,0.2000,-,Données partielles ou non valides
,2023,31/05/2023 18:31,13,Istres,0.0200,Malveillance,-
,2023,31/05/2023 18:53,77,Avon,0.0008,-,-
,2023,31/05/2023 19:04,33,Carcans,0.0010,-,-
,2023,31/05/2023 19:36,77,Fontainebleau,0.0040,-,-
,2023,31/05/2023 21:14,11,Sallèles-d'Aude,0.0050,-,-
,2023,01/06/2023 08:08,77,Le Vaudoué,1.0000,-,Données partielles ou non valides
,2023,01/06/2023 14:19,56,Pluneret,0.0100,Involontaire (particulier),-
,2023,01/06/2023 14:53,49,Jarzé Villages,0.5000,-,-
,2023,01/06/2023 15:06,77,Fontainebleau,0.0006,Involontaire (particulier),Données partielles ou non valides
,2023,01/06/2023 18:54,45,Bray-Saint-Aignan,0.0150,-,-
,2023,01/06/2023 19:11,45,Bouzy-la-Forêt,0.2000,-,-
,2023,02/06/2023 10:31,45,Châtenoy,0.2000,-,-
,2023,02/06/2023 12:57,21,Beaune,0.3000,-,-
,2023,02/06/2023 13:12,72,Champagné,0.4000,-,-
,2023,02/06/2023 16:19,83,Lorgues,0.0001,Naturelle,Données partielles ou non valides
,2023,02/06/2023 17:10,27,Champigny-la-Futelaye,0.1800,-,Données partielles ou non valides
,2023,02/06/2023 17:36,21,Fauverney,0.0100,-,-
,2023,02/06/2023 19:49,91,Forges-les-Bains,0.0200,-,-
,2023,02/06/2023 20:50,06,Nice,0.0020,-,-
,2023,02/06/2023 21:01,40,Biscarrosse,0.0002,Naturelle,-
,2023,03/06/2023 11:18,66,Argelès-sur-Mer,0.6000,Malveillance,-
,2023,03/06/2023 15:11,34,Caux,26.0400,Malveillance,-
,2023,03/06/2023 16:01,34,Caux,0.0784,Malveillance,-
,2023,03/06/2023 22:15,33,Belin-Béliet,0.8000,Naturelle,-
,2023,04/06/2023 09:54,56,Pénestin,0.0020,-,-
,2023,04/06/2023 10:15,33,Le Temple,0.3000,Naturelle,-
,2023,04/06/2023 14:07,11,Fontcouverte,0.0500,-,-
,2023,04/06/2023 16:30,73,Courchevel,0.0010,-,-
,2023,04/06/2023 17:57,83,Puget-sur-Argens,0.0070,Malveillance,Données partielles ou non valides
,2023,04/06/2023 18:15,83,Trans-en-Provence,0.0010,Naturelle,Données partielles ou non valides
,2023,04/06/2023 21:46,41,Billy,0.0100,-,-
,2023,05/06/2023 12:56,33,Lacanau,0.1000,Naturelle,-
,2023,05/06/2023 15:40,11,Carcassonne,0.1000,-,-
,2023,05/06/2023 15:42,11,Albas,0.0053,Naturelle,-
,2023,05/06/2023 18:41,66,Planèzes,0.0020,Naturelle,-
,2023,05/06/2023 19:53,56,La Gacilly,0.0200,-,-
,2023,05/06/2023 21:53,40,Moustey,4.5800,Naturelle,-
,2023,06/06/2023 12:58,34,Neffiès,0.2759,Accidentelle,-
,2023,06/06/2023 13:51,33,Belin-Béliet,0.0150,Naturelle,-
,2023,06/06/2023 14:27,33,Giscos,1.5000,Naturelle,-
,2023,06/06/2023 17:10,88,Saint-Baslemont,0.9600,-,-
,2023,06/06/2023 19:18,2A,Bonifacio,0.0100,Involontaire (particulier),-
,2023,06/06/2023 22:47,91,Dourdan,2.0000,-,-
,2023,07/06/2023 12:09,21,Auxey-Duresses,0.0500,-,-
,2023,07/06/2023 14:04,56,Le Saint,0.0100,Accidentelle,-
,2023,07/06/2023 14:55,56,Le Saint,0.3000,Accidentelle,-
,2023,07/06/2023 15:02,66,Argelès-sur-Mer,10.0000,Malveillance,-
,2023,07/06/2023 15:57,56,Brandivy,0.0100,-,-
,2023,07/06/2023 16:13,29,Saint-Goazec,8.0000,-,-
,2023,07/06/2023 18:56,11,Moussan,0.0138,-,-
,2023,07/06/2023 19:02,77,Dammarie-les-Lys,0.0200,-,-
,2023,07/06/2023 19:35,45,Noyers,0.0500,-,-
,2023,07/06/2023 23:51,33,Le Pian-Médoc,0.5000,Accidentelle,-
,2023,08/06/2023 03:54,85,Fougeré,1.0000,-,-
,2023,08/06/2023 10:50,83,Hyères,0.0020,-,Données partielles ou non valides
,2023,08/06/2023 14:36,57,Bitche,2.0000,-,-
,2023,08/06/2023 15:09,34,Pouzolles,6.7239,Malveillance,-
,2023,08/06/2023 16:25,49,Brain-sur-Allonnes,0.0100,Accidentelle,-
,2023,08/06/2023 20:24,72,Soulitré,0.1500,-,-
,2023,08/06/2023 22:43,14,Orbec,0.0010,-,-
,2023,09/06/2023 01:17,72,Le Mans,0.0010,-,-
,2023,09/06/2023 14:37,13,Aix-en-Provence,0.0250,Involontaire (particulier),-
,2023,09/06/2023 14:58,88,Raon-l'Étape,0.0002,-,-
,2023,09/06/2023 16:16,88,Vincey,1.0000,-,-
,2023,10/06/2023 11:18,06,Breil-sur-Roya,0.0250,Involontaire (particulier),-
,2023,10/06/2023 13:07,83,Le Muy,0.2500,Involontaire (particulier),Données partielles ou non valides
,2023,10/06/2023 13:09,88,Lamarche,0.0050,-,-
,2023,10/06/2023 13:31,06,Le Bar-sur-Loup,0.0002,Naturelle,-
,2023,10/06/2023 14:05,83,Les Adrets-de-l'Estérel,0.0020,Naturelle,Données partielles ou non valides
,2023,10/06/2023 14:09,06,Théoule-sur-Mer,0.0100,Naturelle,-
,2023,10/06/2023 15:35,83,Hyères,0.0100,-,Données partielles ou non valides
,2023,10/06/2023 15:51,88,Moussey,0.0005,-,-
