,Année,Alerte,Département,Commune,Surface (ha),Nature,Précision de la donnée
,2023,05/03/2023 11:27,30,Les Plantiers,0.2772,-,-
,2023,05/03/2023 14:03,07,Labastide-sur-Bésorgues,39.0700,Involontaire (travaux),-
,2023,05/03/2023 17:02,06,Rimplas,0.9200,Malveillance,-
,2023,05/03/2023 17:04,15,Puycapel,0.0250,Involontaire (travaux),-
,2023,05/03/2023 23:31,40,Callen,0.0010,Accidentelle,-
,2023,06/03/2023 12:08,07,Ucel,0.0500,Involontaire (particulier),-
,2023,06/03/2023 12:35,11,Ouveillan,5.1157,-,-
,2023,06/03/2023 13:37,47,Allez-et-Cazeneuve,0.0050,Involontaire (particulier),-
,2023,06/03/2023 14:06,34,Vailhan,0.0084,Malveillance,-
,2023,06/03/2023 14:17,74,Montriond,1.3000,Involontaire (travaux),-
,2023,06/03/2023 14:34,07,Saint-Cierge-sous-le-Cheylard,1.0000,Involontaire (particulier),-
,2023,06/03/2023 14:38,07,Vallées-d'Antraigues-Asperjoc,0.4000,-,-
,2023,06/03/2023 15:02,07,Genestelle,0.1500,Involontaire (particulier),-
,2023,06/03/2023 15:13,07,Le Roux,0.6000,Involontaire (particulier),-
,2023,06/03/2023 15:19,33,Petit-Palais-et-Cornemps,1.0000,Involontaire (particulier),-
,2023,06/03/2023 16:33,05,Jarjayes,0.0700,Involontaire (travaux),-
,2023,06/03/2023 16:45,84,Cheval-Blanc,0.2200,Involontaire (particulier),-
,2023,06/03/2023 19:11,66,Reynès,0.1070,Involontaire (particulier),-
,2023,06/03/2023 22:52,33,Laruscade,0.0200,Malveillance,-
,2023,07/03/2023 06:54,2B,Ville-di-Paraso,1.0000,Malveillance,-
,2023,07/03/2023 12:19,11,Fontcouverte,0.0900,Malveillance,-
,2023,07/03/2023 12:35,05,Ribeyret,2.5904,Involontaire (travaux),-
,2023,07/03/2023 13:15,13,Gardanne,0.1000,-,-
,2023,07/03/2023 14:12,45,Chilleurs-aux-Bois,7.0000,-,-
,2023,07/03/2023 14:32,88,Le Tholy,0.0150,-,-
,2023,07/03/2023 15:44,83,Signes,0.1500,Involontaire (particulier),Données partielles ou non valides
,2023,07/03/2023 18:46,2B,Luri,0.0004,-,-
,2023,08/03/2023 14:35,06,Le Broc,6.0000,Malveillance,-
,2023,08/03/2023 14:36,83,Le Beausset,0.0002,Involontaire (particulier),Données partielles ou non valides
,2023,08/03/2023 17:02,83,Fox-Amphoux,0.0003,Involontaire (travaux),Données partielles ou non valides
,2023,09/03/2023 11:09,83,Rocbaron,0.0040,-,Données partielles ou non valides
,2023,09/03/2023 11:13,83,Les Arcs,0.0500,Involontaire (particulier),Données partielles ou non valides
,2023,09/03/2023 15:08,66,Prats-de-Mollo-la-Preste,1.0000,Involontaire (particulier),-
,2023,10/03/2023 10:49,2B,Bisinchi,0.1000,Malveillance,-
,2023,10/03/2023 13:11,06,Bouyon,0.0500,Accidentelle,-
,2023,10/03/2023 13:50,83,Collobrières,0.2500,Involontaire (travaux),Données partielles ou non valides
,2023,10/03/2023 14:02,06,Saint-Vallier-de-Thiey,41.3600,Accidentelle,-
,2023,10/03/2023 14:22,06,Coaraze,0.5000,-,-
,2023,10/03/2023 14:38,83,Sainte-Maxime,0.2000,Involontaire (travaux),Données partielles ou non valides
,2023,10/03/2023 14:40,2B,Furiani,0.6000,-,-
,2023,10/03/2023 14:48,06,Le Mas,0.7000,Accidentelle,-
,2023,10/03/2023 15:19,83,La Farlède,0.0900,-,Données partielles ou non valides
,2023,10/03/2023 15:24,06,Lantosque,0.2500,-,-
,2023,10/03/2023 15:42,66,Bélesta,0.0010,Malveillance,-
,2023,10/03/2023 15:53,83,Tourrettes,0.1000,-,Données partielles ou non valides
,2023,10/03/2023 16:12,83,Callas,0.2500,Accidentelle,Données partielles ou non valides
,2023,10/03/2023 16:25,83,Saint-Cyr-sur-Mer,0.6000,Involontaire (travaux),Données partielles ou non valides
,2023,10/03/2023 18:51,83,La Farlède,0.0001,Involontaire (travaux),Données partielles ou non valides
,2023,10/03/2023 20:52,83,La Roque-Esclapon,0.0100,Accidentelle,Données partielles ou non valides
,2023,10/03/2023 22:10,06,Spéracèdes,0.5400,Accidentelle,-
,2023,11/03/2023 10:47,83,Entrecasteaux,0.1350,Involontaire (particulier),Données partielles ou non valides
,2023,11/03/2023 12:07,06,Puget-Rostang,0.2000,Malveillance,-
,2023,11/03/2023 13:53,06,Briançonnet,20.2000,Accidentelle,-
,2023,11/03/2023 14:30,2B,Piedicorte-di-Gaggio,7.5000,Malveillance,-
,2023,11/03/2023 15:39,83,Carnoules,0.2500,-,Données partielles ou non valides
,2023,11/03/2023 17:18,83,Le Val,0.3500,-,Données partielles ou non valides
,2023,12/03/2023 07:38,83,Carnoules,0.4500,Involontaire (travaux),Données partielles ou non valides
,2023,12/03/2023 13:10,2B,Olcani,0.2000,Malveillance,-
,2023,12/03/2023 15:31,13,Roquevaire,0.0200,Involontaire (particulier),-
,2023,12/03/2023 16:31,30,Les Salles-du-Gardon,0.1000,-,-
,2023,12/03/2023 20:04,13,Rognes,0.0050,Involontaire (particulier),-
,2023,12/03/2023 22:57,30,Montfrin,0.3000,-,-
,2023,13/03/2023 11:22,2B,Cateri,0.5000,-,-
,2023,13/03/2023 16:04,31,Bezins-Garraux,3.0000,-,-
,2023,13/03/2023 17:58,2B,Zilia,0.0100,Malveillance,-
,2023,13/03/2023 19:18,2B,Speloncato,0.0040,-,-
,2023,14/03/2023 13:56,2B,Bisinchi,1.5000,Malveillance,-
,2023,14/03/2023 15:06,83,Artignosc-sur-Verdon,0.2500,-,Données partielles ou non valides
,2023,14/03/2023 15:43,2B,Ghisonaccia,0.1500,Malveillance,-
,2023,14/03/2023 15:49,13,Fontvieille,0.0300,-,-
,2023,14/03/2023 15:53,83,Brignoles,0.0003,Malveillance,Données partielles ou non valides
,2023,14/03/2023 19:47,2B,Castellare-di-Casinca,0.0100,-,-
,2023,15/03/2023 10:49,83,Hyères,0.0500,Involontaire (particulier),Données partielles ou non valides
,2023,15/03/2023 11:41,66,Prades,0.3000,Involontaire (particulier),-
,2023,15/03/2023 12:53,30,Gajan,2.0279,-,-
,2023,15/03/2023 15:15,83,La Valette-du-Var,0.0004,-,Données partielles ou non valides
,2023,15/03/2023 15:25,83,Flayosc,0.0002,-,Données partielles ou non valides
,2023,15/03/2023 15:55,83,Roquebrune-sur-Argens,0.0002,-,Données partielles ou non valides
,2023,15/03/2023 16:39,84,Mirabeau,2.1100,Involontaire (particulier),-
,2023,15/03/2023 17:07,64,Hasparren,0.0100,-,-
,2023,15/03/2023 17:14,06,Coursegoules,0.0800,-,-
,2023,15/03/2023 17:22,88,Saint-Dié-des-Vosges,0.0003,-,-
,2023,16/03/2023 10:59,2A,Zonza,0.0200,Involontaire (particulier),-
,2023,16/03/2023 13:06,13,Saint-Savournin,0.1000,Involontaire (particulier),-
,2023,16/03/2023 14:41,2B,Santo-Pietro-di-Tenda,0.0500,-,-
,2023,16/03/2023 14:41,2B,Cagnano,0.8000,-,-
,2023,16/03/2023 15:02,13,Auriol,0.0010,Involontaire (particulier),-
,2023,16/03/2023 16:32,13,Cornillon-Confoux,0.0010,-,-
,2023,16/03/2023 16:46,83,Collobrières,0.0600,Involontaire (particulier),Données partielles ou non valides
,2023,16/03/2023 18:32,13,Auriol,0.0200,-,-
,2023,16/03/2023 19:07,11,Cascastel-des-Corbières,0.1600,Involontaire (travaux),-
,2023,17/03/2023 03:49,13,Ceyreste,0.0200,Involontaire (particulier),-
,2023,17/03/2023 04:46,13,Châteauneuf-les-Martigues,0.0010,-,-
,2023,17/03/2023 07:43,30,Vallérargues,22.9300,Involontaire (travaux),-
,2023,17/03/2023 10:20,06,Cantaron,0.0150,Involontaire (travaux),-
,2023,17/03/2023 11:53,2B,Castello-di-Rostino,1.3000,Malveillance,-
,2023,17/03/2023 13:48,33,Saint-Pardon-de-Conques,0.2500,-,-
,2023,17/03/2023 15:53,2B,Muro,0.0055,-,-
,2023,17/03/2023 17:24,2A,Quenza,0.3000,-,-
,2023,17/03/2023 17:45,2B,Venzolasca,0.4000,-,-
,2023,17/03/2023 17:45,47,Monsempron-Libos,0.0150,Involontaire (particulier),-
,2023,17/03/2023 18:54,2A,Quenza,0.4926,-,-
,2023,18/03/2023 10:16,2B,Taglio-Isolaccio,23.1000,Malveillance,-
,2023,18/03/2023 11:39,83,Saint-Cyr-sur-Mer,0.0001,Involontaire (particulier),Données partielles ou non valides
,2023,18/03/2023 17:30,2A,Zicavo,9.7000,-,-
,2023,19/03/2023 19:27,11,Saint-Marcel-sur-Aude,0.0050,-,-
,2023,20/03/2023 12:01,33,Lucmau,0.0800,Accidentelle,-
,2023,20/03/2023 14:04,13,Maussane-les-Alpilles,0.0010,Involontaire (particulier),-
,2023,20/03/2023 14:42,81,Labastide-Rouairoux,0.1000,-,-
,2023,20/03/2023 15:21,77,Fontainebleau,0.0015,-,-
,2023,20/03/2023 15:21,34,Dio-et-Valquières,1.4943,Involontaire (travaux),-
,2023,21/03/2023 11:14,83,Fox-Amphoux,0.0125,-,Données partielles ou non valides
,2023,21/03/2023 13:52,11,Lauraguel,0.0500,Involontaire (travaux),-
,2023,21/03/2023 15:39,85,Saint-Jean-de-Monts,0.0040,-,-
,2023,21/03/2023 17:45,2B,Bisinchi,0.4000,Malveillance,-
,2023,21/03/2023 18:29,83,Fox-Amphoux,0.0100,-,Données partielles ou non valides
,2023,22/03/2023 12:02,2B,La Porta,0.0300,-,-
,2023,22/03/2023 12:26,07,Saint-Genest-Lachamp,20.0900,Involontaire (particulier),-
,2023,22/03/2023 14:13,13,Saint-Cannat,0.1000,Involontaire (particulier),-
,2023,22/03/2023 16:09,11,La Palme,0.1000,-,-
,2023,22/03/2023 17:05,66,Vinça,0.4000,Involontaire (particulier),-
,2023,22/03/2023 17:11,66,Arles-sur-Tech,0.0050,Accidentelle,-
,2023,23/03/2023 11:03,83,Seillans,0.0150,Malveillance,Données partielles ou non valides
,2023,23/03/2023 17:03,72,Arnage,0.0050,-,-
,2023,23/03/2023 17:05,40,Beylongue,0.0010,-,-
,2023,23/03/2023 18:36,11,Villardonnel,0.0500,Involontaire (travaux),-
,2023,23/03/2023 20:16,64,Sarrance,1.0000,Involontaire (travaux),-
,2023,24/03/2023 12:25,13,Fos-sur-Mer,0.0200,Involontaire (particulier),-
,2023,24/03/2023 14:32,74,Annecy,0.0100,Involontaire (travaux),-
,2023,24/03/2023 15:06,48,Chastanier,1.0000,Involontaire (travaux),-
,2023,24/03/2023 16:12,2B,Canavaggia,0.8600,-,-
,2023,24/03/2023 20:46,66,Saint-Marsal,1.5000,Malveillance,-
,2023,25/03/2023 08:22,2B,Cagnano,0.5000,Malveillance,-
,2023,25/03/2023 09:32,83,Grimaud,0.0020,Involontaire (particulier),Données partielles ou non valides
,2023,25/03/2023 14:44,2A,Tavaco,0.0600,-,-
,2023,25/03/2023 14:53,2A,Sarrola-Carcopino,0.0010,-,-
,2023,25/03/2023 15:14,2A,Petreto-Bicchisano,3.2000,-,-
,2023,25/03/2023 17:35,2B,Piève,0.5000,Involontaire (travaux),-
,2023,25/03/2023 17:51,2A,Guitera-les-Bains,0.0010,-,-
,2023,25/03/2023 21:54,24,La Roche-Chalais,0.5000,Accidentelle,-
,2023,26/03/2023 10:19,2A,Petreto-Bicchisano,0.7271,-,-
,2023,26/03/2023 10:51,13,Fos-sur-Mer,0.0050,Involontaire (particulier),-
,2023,26/03/2023 11:03,2B,Castello-di-Rostino,1.5000,Malveillance,-
,2023,26/03/2023 11:41,2B,Bisinchi,0.6900,Malveillance,-
,2023,26/03/2023 12:04,83,Besse-sur-Issole,0.0200,Malveillance,Données partielles ou non valides
,2023,26/03/2023 13:47,2B,Murato,0.8000,Malveillance,-
,2023,26/03/2023 15:14,07,Pranles,0.1500,Involontaire (travaux),-
,2023,26/03/2023 17:27,84,Sorgues,0.0020,-,-
,2023,26/03/2023 17:34,2B,Morosaglia,35.8700,Malveillance,-
,2023,26/03/2023 18:56,2B,Costa,0.0500,-,-
,2023,26/03/2023 18:57,83,Pourrières,0.0020,Involontaire (particulier),Données partielles ou non valides
,2023,27/03/2023 11:17,66,Cerbère,0.0030,Accidentelle,-
,2023,27/03/2023 15:55,06,Levens,0.0200,-,-
,2023,27/03/2023 16:45,2A,Grosseto-Prugna,0.0010,-,-
,2023,27/03/2023 16:50,2B,Murato,0.1000,-,-
,2023,27/03/2023 18:46,13,Gréasque,0.0100,Involontaire (particulier),-
,2023,27/03/2023 20:08,83,Trans-en-Provence,0.0015,-,Données partielles ou non valides
,2023,28/03/2023 01:04,83,Grimaud,1.0000,-,Données partielles ou non valides
,2023,28/03/2023 12:41,83,La Cadière-d'Azur,0.0500,Involontaire (particulier),Données partielles ou non valides
,2023,28/03/2023 13:06,2B,Pianello,6.3000,Malveillance,-
,2023,28/03/2023 13:25,04,Vachères,0.6000,Involontaire (particulier),-
,2023,28/03/2023 14:38,07,Saint-Martin-de-Valamas,0.5000,Involontaire (travaux),-
,2023,28/03/2023 15:26,33,Sainte-Hélène,2.5000,-,-
,2023,28/03/2023 17:34,2B,Luri,0.0020,-,-
,2023,28/03/2023 18:10,04,Corbières-en-Provence,0.5400,Involontaire (particulier),-
,2023,29/03/2023 02:38,33,Saint-Jean-d'Illac,0.1500,-,-
,2023,29/03/2023 12:33,66,Tresserre,3.1140,-,-
,2023,29/03/2023 13:17,13,Saint-Chamas,0.0100,Involontaire (particulier),-
,2023,29/03/2023 14:20,11,Ouveillan,0.0200,-,-
,2023,29/03/2023 14:20,48,Villefort,11.0000,Involontaire (travaux),-
,2023,29/03/2023 15:21,83,Pierrefeu-du-Var,0.0500,Involontaire (particulier),Données partielles ou non valides
,2023,29/03/2023 17:13,07,Aubenas,0.0500,-,-
,2023,29/03/2023 18:09,06,Breil-sur-Roya,0.0200,Malveillance,-
,2023,29/03/2023 18:36,72,Mayet,0.0010,-,-
,2023,29/03/2023 22:13,13,Mimet,0.0020,Involontaire (particulier),-
,2023,30/03/2023 10:49,2B,Ghisoni,0.0020,Malveillance,-
,2023,30/03/2023 12:38,33,Martignas-sur-Jalle,0.1000,Malveillance,-
,2023,30/03/2023 13:36,13,Auriol,0.0100,Involontaire (particulier),-
,2023,30/03/2023 15:03,2B,San-Giovanni-di-Moriani,0.0010,-,-
,2023,30/03/2023 15:31,34,Lodève,0.2746,Malveillance,-
,2023,30/03/2023 15:43,72,Moncé-en-Belin,0.0400,-,-
,2023,31/03/2023 08:26,05,Ribeyret,0.1000,Involontaire (particulier),-
,2023,31/03/2023 15:09,06,Roquebillière,0.1000,Malveillance,-
,2023,31/03/2023 15:58,11,Lézignan-Corbières,0.0600,Accidentelle,-
,2023,31/03/2023 16:46,83,Aups,0.0055,Involontaire (particulier),Données partielles ou non valides
,2023,31/03/2023 18:34,13,Saint-Mitre-les-Remparts,0.1000,Malveillance,-
,2023,31/03/2023 20:18,2B,Ghisoni,1.5000,-,-
,2023,01/04/2023 03:11,06,Nice,4.6900,Involontaire (particulier),-
,2023,01/04/2023 07:37,2B,Pruno,1.0000,Malveillance,-
,2023,01/04/2023 07:59,2B,San-Giovanni-di-Moriani,79.8600,Malveillance,-
,2023,01/04/2023 09:45,83,Bormes-les-Mimosas,0.0001,Involontaire (particulier),Données partielles ou non valides
,2023,01/04/2023 10:37,2B,Santa-Reparata-di-Moriani,16.0000,Malveillance,-
,2023,01/04/2023 10:53,06,La Bollène-Vésubie,0.0500,Accidentelle,-
,2023,01/04/2023 11:02,06,Lantosque,0.0200,-,-
,2023,01/04/2023 13:45,30,La Vernarède,0.2276,Involontaire (travaux),-
,2023,01/04/2023 14:30,11,Villegly,0.0200,-,-
,2023,01/04/2023 14:41,06,Saint-Auban,9.5200,Malveillance,-
,2023,01/04/2023 15:01,11,Fitou,0.0400,-,-
,2023,01/04/2023 16:00,06,Saint-Auban,0.1500,-,-
,2023,01/04/2023 16:08,2A,Letia,2.5000,-,-
,2023,01/04/2023 16:27,06,Nice,9.1200,-,-
,2023,01/04/2023 17:00,06,Saint-Auban,0.0040,-,-
,2023,01/04/2023 17:45,84,Piolenc,0.0001,-,-
,2023,01/04/2023 17:45,26,Valaurie,0.5000,Naturelle,-
,2023,01/04/2023 18:32,06,Tende,2.4900,-,-
,2023,01/04/2023 20:40,2A,Olivese,0.7300,-,-
,2023,02/04/2023 00:27,2B,Pietra-di-Verde,30.8100,Malveillance,-
,2023,02/04/2023 02:32,66,Corsavy,1.0000,Accidentelle,-
,2023,02/04/2023 10:55,83,La Garde-Freinet,0.0001,Involontaire (particulier),Données partielles ou non valides
,2023,02/04/2023 11:34,83,Draguignan,0.0001,Involontaire (particulier),Données partielles ou non valides
,2023,02/04/2023 16:15,13,Bouc-Bel-Air,0.0010,Involontaire (particulier),-
,2023,02/04/2023 16:22,83,La Roquebrussanne,0.0010,Naturelle,Données partielles ou non valides
,2023,02/04/2023 17:01,13,Allauch,0.0060,Accidentelle,-
,2023,02/04/2023 17:25,13,Le Tholonet,0.0400,Involontaire (particulier),-
,2023,03/04/2023 10:32,2B,Belgodère,0.0300,-,-
,2023,03/04/2023 13:08,06,Mandelieu-la-Napoule,0.0020,-,-
,2023,03/04/2023 14:27,83,La Garde-Freinet,0.0100,Involontaire (particulier),Données partielles ou non valides
,2023,03/04/2023 15:19,04,Entrevaux,2.1800,Involontaire (travaux),-
,2023,03/04/2023 16:50,2B,Albertacce,0.0660,-,-
,2023,03/04/2023 18:42,83,Montauroux,0.0002,Involontaire (particulier),Données partielles ou non valides
,2023,04/04/2023 14:44,07,Coux,0.5000,Involontaire (particulier),-
,2023,04/04/2023 15:36,41,Salbris,0.0200,-,-
,2023,04/04/2023 15:36,41,Salbris,0.0200,-,-
,2023,04/04/2023 16:39,11,La Palme,0.2500,-,-
,2023,04/04/2023 19:07,48,Barre-des-Cévennes,1.0000,Involontaire (travaux),-
,2023,04/04/2023 21:14,34,Lunas,4.2884,Malveillance,-
,2023,04/04/2023 22:27,34,Lunas,0.3751,Malveillance,-
,2023,05/04/2023 00:58,34,La Tour-sur-Orb,0.2595,Malveillance,-
,2023,05/04/2023 09:37,34,La Tour-sur-Orb,0.0050,Involontaire (travaux),-
,2023,05/04/2023 14:32,84,Cairanne,0.3075,-,-
,2023,05/04/2023 15:59,33,Vendays-Montalivet,0.3000,-,-
,2023,05/04/2023 16:00,83,Barjols,0.0100,Involontaire (particulier),Données partielles ou non valides
,2023,05/04/2023 17:07,66,Torreilles,16.0600,Malveillance,-
,2023,05/04/2023 17:09,34,Saint-Guilhem-le-Désert,26.7800,Malveillance,-
,2023,05/04/2023 17:57,34,Lodève,0.0384,Malveillance,-
,2023,05/04/2023 18:24,07,Saint-Pierreville,1.0000,Involontaire (travaux),-
,2023,05/04/2023 18:24,34,Montpellier,0.0002,Malveillance,-
,2023,05/04/2023 18:27,2B,Santo-Pietro-di-Tenda,0.1000,-,-
,2023,05/04/2023 18:49,11,Peyriac-Minervois,0.5000,Involontaire (travaux),-
,2023,05/04/2023 20:21,2B,Cagnano,0.1000,-,-
,2023,05/04/2023 20:42,07,Vallées-d'Antraigues-Asperjoc,0.5000,-,-
,2023,05/04/2023 23:52,83,Le Castellet,0.0002,Involontaire (travaux),Données partielles ou non valides
,2023,06/04/2023 10:29,83,Ollières,0.0200,-,Données partielles ou non valides
,2023,06/04/2023 12:17,46,Salviac,0.0200,-,-
,2023,06/04/2023 14:06,33,Tayac,0.0800,Involontaire (travaux),-
,2023,06/04/2023 14:37,13,Mouriès,0.4300,-,-
,2023,06/04/2023 15:41,05,Montmaur,0.0600,Involontaire (particulier),-
,2023,06/04/2023 16:21,34,Pouzolles,1.5374,Involontaire (travaux),-
,2023,06/04/2023 16:40,34,Cessenon-sur-Orb,2.1209,Involontaire (travaux),-
,2023,06/04/2023 17:09,83,Ollières,0.0200,-,Données partielles ou non valides
,2023,06/04/2023 17:28,34,Paulhan,0.5597,Involontaire (travaux),-
,2023,06/04/2023 18:15,2B,Polveroso,0.0050,-,-
,2023,06/04/2023 18:54,07,Issamoulenc,0.4100,Malveillance,-
,2023,06/04/2023 19:39,34,Lodève,0.0394,Malveillance,-
,2023,07/04/2023 09:50,83,Collobrières,0.0002,Involontaire (particulier),Données partielles ou non valides
,2023,07/04/2023 13:12,83,Pourrières,0.0200,Malveillance,Données partielles ou non valides
,2023,07/04/2023 13:52,07,Issamoulenc,0.9500,Malveillance,-
,2023,07/04/2023 15:48,04,Château-Arnoux-Saint-Auban,0.9200,Involontaire (travaux),-
,2023,07/04/2023 16:15,12,Coupiac,5.0000,-,-
,2023,07/04/2023 16:18,12,Plaisance,5.0000,-,-
,2023,07/04/2023 17:10,30,Saint-Siffret,0.1000,-,-
,2023,07/04/2023 17:50,34,Popian,2.7041,Involontaire (travaux),-
,2023,07/04/2023 18:06,24,Chalagnac,0.0500,Accidentelle,-
,2023,07/04/2023 18:42,04,Saint-Jeannet,0.0700,Involontaire (particulier),-
,2023,07/04/2023 21:35,30,Ponteils-et-Brésis,0.1500,-,-
,2023,08/04/2023 10:58,13,Mimet,0.0020,Involontaire (particulier),-
,2023,08/04/2023 11:17,33,Petit-Palais-et-Cornemps,0.0200,Malveillance,-
,2023,08/04/2023 11:45,11,Counozouls,1.3550,-,-
,2023,08/04/2023 13:04,30,Les Plantiers,1.1268,-,-
,2023,08/04/2023 14:52,26,Rochefourchat,0.0500,-,-
,2023,08/04/2023 14:54,2A,Sollacaro,2.8000,-,-
,2023,08/04/2023 15:11,83,Figanières,0.0200,Involontaire (particulier),Données partielles ou non valides
,2023,08/04/2023 15:12,11,Fleury,0.0300,Accidentelle,-
,2023,08/04/2023 15:20,48,Saint-Bonnet-de-Chirac,0.4000,Involontaire (travaux),-
,2023,08/04/2023 16:17,84,La Roque-sur-Pernes,0.0015,-,-
,2023,08/04/2023 16:46,40,Sainte-Eulalie-en-Born,0.2010,Accidentelle,-
,2023,08/04/2023 16:47,05,Gap,0.0150,Malveillance,-
,2023,08/04/2023 16:50,74,Passy,0.0020,Accidentelle,-
,2023,08/04/2023 17:06,40,Pouydesseaux,0.1500,Accidentelle,-
,2023,08/04/2023 17:26,46,Dégagnac,1.0000,-,-
,2023,08/04/2023 17:51,83,Tourves,1.5000,-,Données partielles ou non valides
,2023,08/04/2023 17:59,11,Antugnac,0.3000,Involontaire (travaux),-
,2023,08/04/2023 19:30,76,Saint-Étienne-du-Rouvray,0.1000,-,-
,2023,08/04/2023 21:11,26,Clansayes,0.3000,-,-
,2023,08/04/2023 23:26,16,Montbron,0.2000,-,-
,2023,09/04/2023 00:00,16,Mazerolles,0.0100,-,-
,2023,09/04/2023 02:48,13,Meyreuil,0.0100,Involontaire (particulier),-
,2023,09/04/2023 07:11,13,La Fare-les-Oliviers,0.0020,Involontaire (particulier),-
,2023,09/04/2023 08:12,84,La Roque-sur-Pernes,0.0001,-,-
,2023,09/04/2023 09:09,48,Saint-Étienne-Vallée-Française,0.1000,-,-
,2023,09/04/2023 13:34,16,Soyaux,0.0300,-,-
,2023,09/04/2023 15:40,30,Chamborigaud,0.0924,Involontaire (travaux),-
,2023,09/04/2023 15:50,14,Aubigny,0.0015,-,-
,2023,09/04/2023 16:44,48,Chastanier,0.0200,Involontaire (travaux),-
,2023,09/04/2023 16:57,47,Port-Sainte-Marie,1.0000,-,-
,2023,09/04/2023 16:59,83,Vinon-sur-Verdon,10.0000,Involontaire (particulier),Données partielles ou non valides
,2023,09/04/2023 17:16,13,Fos-sur-Mer,0.0200,Malveillance,-
,2023,09/04/2023 17:45,30,Tresques,0.0200,-,-
,2023,09/04/2023 17:50,48,Massegros Causses Gorges,1.0000,-,-
,2023,09/04/2023 17:54,33,Cours-les-Bains,1.5000,Malveillance,-
,2023,09/04/2023 18:44,33,Saint-Michel-de-Lapujade,3.0000,-,-
,2023,09/04/2023 19:17,32,Castelnau d'Auzan Labarrère,3.0000,Involontaire (travaux),-
,2023,09/04/2023 19:20,2B,Venaco,0.0100,-,-
,2023,09/04/2023 19:27,47,Massoulès,0.2500,Involontaire (particulier),-
,2023,09/04/2023 19:40,07,Saint-Jean-Roure,0.0200,-,-
,2023,10/04/2023 04:08,29,Quimper,0.0005,Malveillance,-
,2023,10/04/2023 08:21,13,Aix-en-Provence,0.0800,Involontaire (particulier),-
,2023,10/04/2023 12:14,19,Naves,0.0300,-,-
,2023,10/04/2023 12:19,83,Correns,0.0020,Involontaire (particulier),Données partielles ou non valides
,2023,10/04/2023 12:40,11,Val-de-Dagne,0.0200,Involontaire (travaux),-
,2023,10/04/2023 12:49,19,Meilhards,0.0500,-,-
,2023,10/04/2023 14:47,66,Planèzes,2.0000,-,-
,2023,10/04/2023 15:56,13,Fos-sur-Mer,0.0001,Malveillance,-
,2023,10/04/2023 16:54,64,Bayonne,0.0005,Accidentelle,-
,2023,10/04/2023 17:09,2B,Poggio-d'Oletta,0.5000,-,-
,2023,10/04/2023 18:09,66,Baillestavy,0.0020,-,-
,2023,10/04/2023 18:13,15,Arnac,4.0000,Involontaire (travaux),-
,2023,10/04/2023 20:14,11,Citou,0.0300,-,-
,2023,10/04/2023 21:16,13,Les Pennes-Mirabeau,0.0010,Involontaire (particulier),-
,2023,11/04/2023 10:53,83,La Verdière,0.0010,-,Données partielles ou non valides
,2023,11/04/2023 11:10,83,Bargème,0.0800,Involontaire (particulier),Données partielles ou non valides
,2023,11/04/2023 12:18,30,Les Plantiers,0.0628,Involontaire (travaux),-
,2023,11/04/2023 12:20,30,Les Plantiers,46.6500,Involontaire (travaux),-
,2023,11/04/2023 12:29,2B,Cagnano,0.5000,-,-
,2023,11/04/2023 14:37,83,Tourves,0.0100,-,Données partielles ou non valides
,2023,11/04/2023 15:28,83,Ramatuelle,0.0020,-,Données partielles ou non valides
,2023,11/04/2023 16:08,83,Le Cannet-des-Maures,0.0001,-,Données partielles ou non valides
,2023,11/04/2023 18:03,46,Le Roc,2.0000,-,-
,2023,11/04/2023 18:09,32,Tachoires,1.5000,-,-
,2023,11/04/2023 18:35,31,Mourvilles-Hautes,2.0000,-,-
,2023,11/04/2023 18:57,07,Marcols-les-Eaux,0.1500,-,-
,2023,11/04/2023 20:42,12,La Rouquette,5.5000,Naturelle,-
,2023,12/04/2023 00:27,11,Sigean,0.0300,Accidentelle,-
,2023,12/04/2023 11:03,2B,La Porta,0.0600,Malveillance,-
,2023,12/04/2023 11:30,06,Spéracèdes,0.0400,Involontaire (particulier),-
,2023,12/04/2023 12:16,83,La Garde-Freinet,0.0400,Involontaire (particulier),Données partielles ou non valides
,2023,12/04/2023 16:54,83,Solliès-Toucas,0.0050,-,Données partielles ou non valides
,2023,12/04/2023 17:02,2B,Sisco,0.0150,-,-
,2023,12/04/2023 18:34,34,Le Bousquet-d'Orb,0.0055,Malveillance,-
,2023,12/04/2023 19:34,11,Lézignan-Corbières,0.0200,-,-
,2023,13/04/2023 12:22,2B,Oletta,0.0500,Malveillance,-
,2023,13/04/2023 14:30,84,Caumont-sur-Durance,0.3000,-,-
,2023,13/04/2023 14:36,06,Gilette,0.0300,-,-
,2023,13/04/2023 14:56,83,Les Adrets-de-l'Estérel,0.0100,Involontaire (particulier),Données partielles ou non valides
,2023,13/04/2023 16:04,06,Contes,0.0200,Involontaire (particulier),-
,2023,13/04/2023 16:09,06,Le Mas,0.1000,Accidentelle,-
,2023,13/04/2023 16:56,13,Lambesc,0.0200,Involontaire (particulier),-
,2023,13/04/2023 18:09,17,La Barde,8.5000,-,-
,2023,13/04/2023 18:51,83,Roquebrune-sur-Argens,0.0020,Involontaire (particulier),Données partielles ou non valides
,2023,14/04/2023 10:08,83,Hyères,0.0020,Involontaire (travaux),Données partielles ou non valides
